10955	Pingente do Fogo+10	Não pode ser refinado ou negociado.
10956	Pingente do Gelo+10	Não pode ser refinado ou negociado.
10957	Pingente do Vento+10	Não pode ser refinado ou negociado.
10958	Pingente do Trovão+10	Não pode ser refinado ou negociado.
10959	Pingente da Terra+10	Não pode ser refinado ou negociado.
10960	Pingente das Trevas+10	Não pode ser refinado ou negociado.
30344	Ticket dos Santuários	Necessário para acessar a Guerra dos Santuários | Nível mínimo: 30	
30346	Entrada Battle Royale	Ticket de admissão necessário para entrar no modo Battle Royale.	
30518	Fios Dourados	Rolo mágico de fio de ouro derretido. Pode ser processado com uma gema em joias valiosas.	
30519	Cabide Dourado	Feito de ouro puro, pode ser processado com uma gema em joias valiosas.	
30522	Elo de Corrente	Feito de ouro puro, pode ser processado com uma gema em joias valiosas.	
30523	Material para Joia	Feito de ouro puro, pode ser processado com uma gema em joias valiosas.	
30524	Pedra de Fogo	Material utilizado na manufaturação do Cinto das Almas e Cinto Rúnico.	
30525	Pedra de Gelo	Material utilizado na manufaturação do Cinto do Rei, Cinto do Dragão e Cinto de Turmalina.	
30550	Material Cinto Azul	Matéria-prima para a produção de cintos.	
30600	Padrão de Costura	Manual de costura | Necessário para fabricar algumas botas	
30601	Projeto de Armadura	Manual de equipamento | Necessário para fabricar algumas armaduras	
30602	Tinta Azul	Tintura que pode tornar o aço azul | Necessária para fabricar algumas botas e armaduras	
30603	Tinta Vermelha	Tintura que pode tornar o aço vermelho | Necessária para fabricar algumas botas e armaduras	
30604	Tinta Cinza	Tintura que pode mudar a cor do aço | Necessária para aprimorar algumas botas e armaduras	
30605	Placas de Ouro	Placa de metal de ouro | Necessária para fabricar algumas armaduras	
30606	Placas de Prata	Placa de metal de prata | Necessária para fabricar algumas armaduras	
30607	Placas de Cobre	Placa de metal de bronze | Necessária para fabricar algumas armaduras	
30608	Placas de Aço	Placa de metal de ferro | Necessária para fabricar algumas armaduras	
30609	Placas de Bronze	Placa de metal de cobre | Necessária para fabricar algumas armaduras	
30610	Mithril	Mais forte e mais leve que o aço | Necessário para aprimorar algumas botas e armaduras	
30611	Correias Resistentes	Cordas finas e resistentes | Necessária para fabricar algumas botas e armaduras	
30612	Cabos Resistentes	Cordas grossas e resistentes | Necessária para aprimorar algumas botas	
30613	Pedra das Dríades	Pedra com a alma de uma antiga dríade da floresta. Contém as palavras secretas que dão acesso ao Templo de Érebus.	
30614	Tinta Preta	Tintura que pode tornar o aço preto | Necessária para fabricar algumas armaduras	
30615	Tinta Branca	Tintura que pode tornar o aço branco | Necessária para fabricar algumas armaduras	
30616	Rutilo	Mineral composto de dióxido de titânio. | Possui brilho parecido com diamante. | Necessário para aprimorar alguns itens.	
30617	Obsidiana	Material pontudo. | Necessário para aprimorar alguns itens	
30618	Selenita	Pedra cristalizada com vários tons de cor. | Necessária para aprimorar alguns itens	
30619	Tinta Dourada Metálica	Tintura especial que fortalece o aço | Pode ser usada para fabricar algumas armaduras	
30620	Chifre de Dragão		
30621	Escamas de Dragão		
30622	Projeto de Elmo		
30656	Escama de Asmodeus	Material utilizado na manufaturação e refinação do Escudo da Condenação	
30657	Ombreira de Asmodeus	Material utilizado na manufaturação do Escudo da Condenação	
30658	Chifre de Asmodeus	Material utilizado na refinação do Escudo da Condenação	
30659	Alma Condenada	Material utilizado na manufaturação e refinação do Escudo da Condenação	
30660	Livro da Não-Vida	Material utilizado na manufaturação do Escudo da Condenação	
30661	Coração Pedra Asmodeus	Material utilizado na manufaturação e refinação do Escudo da Condenação	
30662	Garras do Redentor	Material utilizado na manufaturação da Fênix da Redenção	
30663	Pena de Cauda Magnífica	Material utilizado na manufaturação da Fênix da Redenção	
30664	Crina de Asmodeus	Material utilizado na manufaturação do Escudo da Condenação	
30665	Talismã do Submundo	Não receberá debuff na sala do Asmodeus | Receberá ao derrotar o Emissário do Norte | Duração de 20 minutos
30666	Placa de Titânio	Material usado na manufaturação e fortalecimento do Cinto de Titânio.
30667	Cabos Resistentes+	Material usado no fortalecimento do Cinto de Titânio.
30668	Cabos Resistentes+	Material usado no fortalecimento do Cinto de Titânio.
31001	Informação do Túmulo	Inscrição no túmulo sobre a origem da Nação da Escuridão.	
31002	Documento Antigo	Documento sobre a Nação da Escuridão.	
31003	Antídoto	Antídoto usado como cura para veneno de demônio.	
31004	Seiva Sagrada	Seiva de uma árvore sagrada, preenchida com energia da terra.	
31005	Cristal Azul	Cristal tão gelado quanto a montanha Sohan e tão fanstamagórico quanto o Nove Caudas.	
31006	Cristal Vermelho	Cristal vermelho que não derrete nem mesmo sob as mais fortes temperaturas.	
31007	Solo Vermelho	Solo vermelho escuro do campo Doyama.	
31008	Lágrima do Paraíso	Padra com poder sagrado. Emite um poder incríve.	
31096	Madeira de Qualidade	Um galho nobre que cresce do rei da floresta.	
31097	Orvalho de Ent	Água pura retirada de árvores.	
31098	Espírito da Terra	Um velho livre que registra a história da floresta.	
31099	Árvore Esmeralda	Almas das árvores subordinadas ao rei da floresta.	
31100	Kit Primeiros Socorros	Uma caixa cheia de remédios.	
31107	Madeira de Reparação	Quando usado, você será paralizado e recuperará HP da Vela. Monstros ao redor param de se movimentar temporariamente.	
31108	Pedra do Despertar E	Aumenta a chance de manufaturar equipamentos repletos com poder do dragão em 2%.	
31109	Pedra do Despertar D	Aumenta a chance de manufaturar equipamentos repletos com poder do dragão em 5%.	
31110	Pedra do Despertar C	Aumenta a chance de manufaturar equipamentos repletos com poder do dragão em 10%.	
31111	Pedra do Despertar B	Aumenta a chance de manufaturar equipamentos repletos com poder do dragão em 15%.	
31112	Pedra do Despertar A	Aumenta a chance de manufaturar equipamentos repletos com poder do dragão em 25%.	
31144	Remédio	Remédio feito com Folhas da Vida. | Ao ser usado, recupera instantaneamente HP e MP.	
31145	Folhas da Vida	Ingrediente necessário para manufaturar Remédio.	
31216	Placa Enferrujada	Material para manufaturação de acessório e aprimoramento.	
31217	Chifre de Troll	Usado em aprimoramento de acessório.	
31218	Placa de Metal	Material para manufaturação de acessório e aprimoramento.	
31224	Metal Forjado	Usado em aprimoramento de acessório.	
31225	Runa	Material para manufaturar luvas.	
31225	Runa	Material para manufaturar luvas.	
31226	Essência de Fragmento	Material para manufaturar acessórios de Citrino.	
31226	Núcleo Corrompido		
31227	Presa de Argo	Material para manufaturar acessórios de Ágata Negra	
31228	Escama de Myr Primordial	Material para manufaturar acessórios de Quartzo Fumê.	
31229	Esfera Corrompida		
31230	Núcleo Purificado	Núcleo para a missão do Girab de Yohara.	
31231	Cristal de Metin	Cristal para a missão do Girab de Yohara.	
31232	Avenca Sombria	Avenca para a missão do Girab de Yohara.	
31233	Pedra da Serpente	Material necessário para aprimorar equipamento da Serpente.	
31234	Pedra da Serpente+	Material necessário para aprimorar equipamento da Serpente.	
31235	Cabeça do Dragão Branco	Material necessário para aprimorar armas da Serpente.	
31236	Escama do Dragão Branco	Material necessário para aprimorar armas da Serpente.	
31237	Pedra da Alma Boreal	Material necessário para aprimorar armas da Serpente.	
31238	Marisco Brilhante	Chance de encontrar uma pérola brilhante em seu interior.	
31239	Pérola Branca Brilhante		
31240	Pérola Azul Brilhante		
31241	Pérola Escarlate Brilha.		
31242	Pedra da Espada Boreal	Material necessário para aprimorar armas da Serpente.	
31243	Pedra da Espada Boreal+	Material necessário para aprimorar armas da Serpente.	
31244	Gema do Dragão Branco	Material usado para aprimorar Luvas Brilhantes.	
31245	Couro Resistente	Material para manufaturar luvas.	
31246	Molde de Luvas	Material para manufaturar luvas.	
31247	Runa da Força	Material para manufaturar luva da força.	
31248	Runa da Resistência	Material para manufaturar luva da resistência.	
31249	Runa da Vitalidade	Material para manufaturar luva da vitalidade.	
31250	Runa da Inteligência	Material para manufaturar luva da inteligência.	
31251	Fortalecedor	Material para manufaturar e aprimorar luvas.	
31252	Fortalecedor+	Material para aprimorar luvas.	
31257	Escamas de Serpente	Material necessário para manufaturar equipamento da Serpente.	
31258	Pele de Serpente	Material necessário para manufaturar equipamento da Serpente.	
31259	Bigorna Boreal	Material necessário para aprimorar armas da Serpente.	
31260	Carapaça de Dragão	Material necessário para missão de aquisição do Portão do Dragão	
31261	Ornamento Misterioso	Usado para aprimorar Talismã Misterioso.	
31262	Abrasivo da Serpente	Material necessário para manufaturar equipamento da Serpente.	
31263	Abrasivo Boreal	Material necessário para aprimorar armas da Serpente.	
31270	Essência do Talismã	Material poderoso que pode ser usado para criar um Talismã Misterioso.	
31271	Essência Rei Bao	Necessária para fortalecer o 3º, 4º ou 5º Portão do Dragão.	
31272	Essência Argos	Necessária para fortalecer o 6º, 7º ou 8º Portão do Dragão.	
31273	Essência Myr Primordial	Necessária para fortalecer o 9º, 10º ou 11º Portão do Dragão.	
31274	Essência Monge Misteri.	Necessária para fortalecer o 12º, 13º ou 14º Portão do Dragão.	
31275	Essência Coman. Corromp.	Necessária para fortalecer o 15º, 16º ou 17º Portão do Dragão.	
31276	Essência Coman. Gélido	Necessária para fortalecer o 18º, 19º ou 20º Portão do Dragão.	
31277	Essência Coman. Boreal	Necessária para fortalecer o 21º, 22º ou 23º Portão do Dragão.	
31278	Essência Coman. Caverna	Necessária para fortalecer o 24º, 25º ou 26º Portão do Dragão.	
31279	Essência Com. da Gruta	Necessária para fortalecer o 27º, 28º ou 29º Portão do Dragão.	
38008	Espírito do Tigre	Aumenta em 20% os pontos de honra adquiridos (a duração deste efeito pode ser acumulado)	
38009	Força do Tigre	Aplica 40% a mais de dano PvE (a duração deste efeito pode ser acumulado)	
38058	Poção da Experiência	Aumenta em 100% a experiência obtida ao derrotar monstros. Ao usar, o item será equipado e não é possível removê-lo.	
38060	Kit de Ação Especial	Kit para aprender ações especiais. Dura 12 horas depois de registrado.	
38103	Ração Especial (7d)	Um item usado apenas para extender a duração do seu Appaloosa.	
38306	Add Aba de Equipamento	Expande a janela de equipamentos adicionando uma aba. Permite equipar dois conjuntos de equipamentos separados por aba. | Verifique a habilidade passiva após o uso do item.	
39001	Metal Mágico+	Oferece melhoria na chance de refinar itens. Além disso, o item a ser refinado não será destruído ou terá refinação reduzida em caso de falha. Este item é negociável.	
39002	Anel da Experiência (1h)	Aumenta a taxa de experiência recebida em 50% durante 60 minutos. Este item é negociável.	
39003	Poção Regeneradora	Bebida que regenerará imediatamente seu HP em 500 pontos. Este item é negociável.
39004	Esfera da Bênção	Esta lendária esfera adiciona um quinto atributo a itens que já possuem quatro atributos. A adição possui chance de falha. Este item é negociável.	
39005	Ferro Eterno	Ao combinar este item com um Pergaminho da Paz, poderá criar um Pergaminho do Jihad. Este item é negociável.	
39006	Manto da Bravura	Os antigos guerreiros exibiam sua bravura vestindo uma capa colorida com a qual atraíam a atenção dos monstros. Este item é negociável.	
39007	Livro do Ferreiro	Este livro contém a alma de um antigo ferreiro. Ao usar, aumenta a chance de sucesso ao refinar um item. Este item é negociável.	
39008	Pergaminho do Exorcismo	Eliminará a maldição do espírito maligno, se o aprendizado não for bem-sucedido. Com a ajuda deste pergaminho você poderá ler outro livro de habilidade no mesmo dia. Este item é negociável.	
39009	Pergaminho do Reinício	Este item permite redistribuir os pontos em uma de suas habilidades. Este item é negociável.	
39010	Poção do Lobo	Aumenta sua velocidade de ataque em 10% durante 30 minutos. Este item é negociável.	
39011	Poção da Vida	Uma bênção com a qual seu HP é imediatamente recuperado para 100%. Este item é negociável.	
39012	Poção Espiritual	Uma bênção que regenera todo o seu MP imediatamente. Este item é negociável.	
39013	Poção do Deus Dragão	Uma bênção com a qual seu HP e SP são imediatamente recuperados em 100%. Este item é negociável.	
39014	Pergaminho do Jihad	Aumenta em 100% chance de refinar um item. Funciona apenas nos itens com refinação +0 à +3. Este item é negociável.	
39015	Pedra do Ferreiro	No ferreiro você poderá criar um Livro do Ferreiro com a ajuda desta pedra e de um Pergaminho da Paz. Este item é negociável.	
39016	Metal Mágico	Ao combinar este item com um Pergaminho da Paz, poderá criar um Pergaminho do Dragão. Este item é negociável.	
39017	Vida do Deus Dragão	Aumenta seu HP máximo em 20% durante 30 minutos. Este item é negociável.	
39018	Ataque do Deus Dragão	Aumenta seu ataque em 20% durante 30 minutos. Este item é negociável.	
39019	Saber do Deus Dragão	Aumenta seu MP máximo em 20% durante 30 minutos. Este item é negociável.	
39020	Defesa do Deus Dragão	Aumenta sua defesa em 20% durante 30 minutos. Este item é negociável.	
39021	Auxílio do Deus Dragão	A vitalidade, força, inteligência e destreza do seu personagem quintuplicarão temporariamente. Este item é negociável.	
39022	Pergaminho do Dragão	Elimina o risco de um item ser destruído quando uma refinação falha. No caso de falha, a refinação do item é reduzida em 1 nível. Além disso, a chance de uma refinação bem-sucedida aumenta em 10%. Este item é negociável.	
39023	Soro da Persuasão	Este elixir melhora a qualidade dos objetos de pesquisa que você coletou, aumentando assim a probabilidade de serem aceitos. Este item é negociável. Não se aplica a missões em Yohara.	
39024	Palma da Precisão	Aumenta a chance de acertar um acerto crítico em 20% durante 10 minutos. Este item é negociável.	
39025	Palma Perfurante	Aumenta a chance de um golpe perfurante em 20% durante 10 minutos. Este item é negociável.	
39026	Poção Leopardo	Aumenta sua velocidade de movimento em 60 durante 30 minutos. Este item é negociável.	
39027	Livro de Arte em Pedra	Remove todas as joias quebradas de um item. Com isso você terá outra chance de melhorar sua arma ou armadura. Este item é negociável.	
39028	Pergam. do Aprimoramento	Ao utilizar, todos os bônus 'verdes' contidos no item serão sorteados. Este item é negociável.	
39029	Pergam. Novo Aprim.	Ao utilizar, terá chance de adicionar um novo bônus ao item (até um máximo de 4 bônus). Este item é negociável.	
39030	Conselho do Eremita	Aumenta em 2,5 vezes a chance de melhorar sua skill ao ler o próximo livro (ou Pedra Espiritual). Este item é negociável.	
39031	Poção Sagaz	Esta poção reduz o tempo de espera de suas habilidades em 20% durante 30 minutos. Este item é negociável.	
39032	Pomo da Honra	Aumenta os pontos de honra em 2.000.	Negociável.
39033	Pergaminho Impuro	Este pergaminho permite que você remova a última Joia adicionada com sucesso de um item. Este item é negociável.	
39034	Torrão de Açúcar	Este pedaço de açúcar permite que você dê um nome ao seu cavalo. Também aumenta a defesa em 20. Este item é negociável.	
39035	Lupa	Permite que você mostre itens do seu inventário a outro jogador. A lupa quebra no processo. Este item é negociável.	
39036	Sapato do Vento	Quando os sapatos estão equipados, sua velocidade de movimento aumenta em 30 durante 30 horas de jogo. Este item é negociável.	
39037	Benção de Helong (P)	Recarrega automaticamente seu HP perdido. Contém 1.000.000 de HP. Este item é negociável.	
39038	Benção de Helong (M)	Recarrega automaticamente seu HP perdido. Contém 3.000.000 de HP. Este item é negociável.	
39039	Benção de Helong (G)	Recarrega automaticamente seu HP perdido. Contém 7.000.000 de HP. Este item é negociável.	
39040	Benção de Yoora (P)	Recarrega automaticamente seu MP perdido. Contém 100.000 MP. Este item é negociável.	
39041	Benção de Yoora (M)	Recarrega automaticamente seu MP perdido. Contém 300.000 MP. Este item é negociável.	
39042	Benção de Yoora (G)	Recarrega automaticamente seu MP perdido. Contém 700.000 MP. Este item é negociável.	
39067	Baú de Fragmentos	Ao abrir, há uma pequena chance de conseguir materiais para adicionar bônus amarelo.	
39068	Baú Fragmento do Poder	Ao abrir, há uma chance mediana de receber materiais para adicionar bônus amarelo. 	
39069	Baú Fragmento Brilhante	Ao abrir, receberá fragmentos brilhantes de maneira aleatória.	
39070	Fragmento Cinza		
